timestamp_ms,shunt_voltage_mV,bus_voltage_V,current_mA,power_mW,workload_state,status
10214,0.435000,5.073750,43.000,218.750,1,OK
10234,0.430000,5.075000,43.500,221.250,1,OK
10254,0.432500,5.073750,43.250,218.750,1,OK
10274,0.432500,5.070000,43.250,218.750,1,OK
10294,0.432500,5.075000,43.250,218.750,1,OK
10314,0.432500,5.073750,43.250,218.750,1,OK
10334,0.430000,5.073750,43.000,218.750,1,OK
10354,0.432500,5.073750,43.250,218.750,1,OK
10374,0.432500,5.073750,43.250,218.750,1,OK
10394,0.432500,5.075000,43.250,218.750,1,OK
10414,0.432500,5.073750,43.000,218.750,1,OK
10434,0.430000,5.075000,43.000,217.500,1,OK
10454,0.435000,5.070000,43.500,221.250,1,OK
10474,0.430000,5.073750,43.000,218.750,1,OK
10494,0.432500,5.073750,43.250,218.750,1,OK
10514,0.430000,5.075000,43.000,218.750,1,OK
10534,0.430000,5.073750,43.000,218.750,1,OK
